road_name,year,road_type,all_motor_vehicles,LGVs,all_HGVs,cars_and_taxis,lgv_share,road_length_km,count_points,log_road_length,log_total_traffic,collision_count,fatal_count,serious_count,slight_count,severe_count
A523,2020,A road,12104.333333333334,1859.6666666666667,414.3333333333333,9721.666666666666,0.15366723986506534,1.3,3,0.26236426446749106,9.401318794194527,0,0,0,0,0
A523,2021,A road,15720.666666666666,2263,425.6666666666667,12919.666666666666,0.14527991578040916,1.3,3,0.26236426446749106,9.662731473905003,2,0,1,1,1
A523,2022,A road,16816,2453.3333333333335,441.3333333333333,13799.333333333334,0.14724216713383356,1.3,3,0.26236426446749106,9.730086093116732,1,0,0,1,0
A523,2023,A road,17108.666666666668,2495,434,14058.666666666666,0.14719307806217796,1.3,3,0.26236426446749106,9.747340436711637,2,0,1,1,1
A523,2024,A road,17342,2546,491,14192.75,0.14784249987951165,2.8,4,1.0296194171811581,9.760886583937106,3,0,2,1,2
A538,2017,A road,22618.75,2733,424,19269,0.11475626448379692,7.9,4,2.066862759472976,10.026534487312052,10,1,1,8,2
A538,2018,A road,23993.75,2754.25,545.25,20525.75,0.11093573284820633,8.1,4,2.0918640616783932,10.085548658749108,7,0,2,5,2
A538,2019,A road,24093,2741,547.25,20633.5,0.10966819342953518,8.8,4,2.174751721484161,10.089676620856572,3,0,0,3,0
A538,2020,A road,16952.25,2695,430.75,13695,0.14694624074025275,8.8,4,2.174751721484161,9.738155847361808,7,0,1,6,1
A538,2021,A road,18672.75,3051.5,462.25,15014,0.14991991903315743,8.8,4,2.174751721484161,9.834820520814777,10,0,2,8,2
A538,2022,A road,22100,3196.25,448,18275.75,0.13569957804696076,8.8,4,2.174751721484161,10.003332887505843,5,0,2,3,2
A538,2023,A road,22569.25,3257.25,439.25,18695.75,0.1354201994134727,8.8,4,2.174751721484161,10.024343639308192,7,0,2,5,2
A538,2024,A road,23553.75,2691,370,20299.5,0.1137450959597543,8.8,4,2.174751721484161,10.0670403224367,4,1,0,3,1
A555,2017,A road,19731,2143.6666666666665,514.6666666666666,16965.666666666668,0.10780760377607554,2.8,3,1.0296194171811581,9.889946281969461,1,0,0,1,0
A555,2018,A road,19720.333333333332,2232.6666666666665,523.3333333333334,16861,0.1121077119183659,3,3,1.0986122886681098,9.889405531326815,2,0,1,1,1
A555,2019,A road,25273.11111111111,2794.8888888888887,998.5555555555555,21342.11111111111,0.11189345755454667,10.4,9,2.341805806147327,10.137496307608789,3,1,1,1,2
A555,2020,A road,21419,2862.6666666666665,1176.111111111111,17267.777777777777,0.13655956208958414,10.4,9,2.341805806147327,9.972033657571142,5,1,2,2,3
A555,2021,A road,25176.555555555555,3566.5555555555557,1352.6666666666667,20140.11111111111,0.14297117589366412,10.4,9,2.341805806147327,10.13366850537222,2,0,2,0,2
A555,2022,A road,27169,3967.222222222222,1429.111111111111,21640.666666666668,0.1473424509100364,10.4,9,2.341805806147327,10.209831896443099,8,0,1,7,1
A555,2023,A road,31744,4391.555555555556,1456.2222222222222,25732.666666666668,0.1416463953274634,10.4,9,2.341805806147327,10.3654590100846,8,0,2,6,2
A555,2024,A road,37294.444444444445,4929.666666666667,1504.6666666666667,30681,0.13302816393810132,10.4,9,2.341805806147327,10.526599652030677,5,0,1,4,1
A56,2017,A road,21977.677419354837,2575.6774193548385,490.51612903225805,18526.870967741936,0.12166776621360761,39.2,31,3.6686767467964168,9.997782554465122,105,1,23,81,24
A56,2018,A road,21480.612903225807,2518.516129032258,486.61290322580646,18112.709677419356,0.12039290551096041,39.6,31,3.6788291182604347,9.974906081885454,105,2,22,81,24
A56,2019,A road,20656.25,2344.96875,452.15625,17514.625,0.11658519254043975,39.4,32,3.673765816303888,9.935773216034097,118,1,22,95,23
A56,2020,A road,15509.34375,1969.625,366.40625,12886.03125,0.12616728004557917,39.4,32,3.673765816303888,9.64919794386344,68,3,8,57,11
A56,2021,A road,17359.78125,2243.6875,389.75,14446.25,0.12788736779861423,39.4,32,3.673765816303888,9.7619113873285,91,2,21,68,23
A56,2022,A road,18260.15625,2408.1875,389.5,15160.375,0.129489574662641,39.4,32,3.673765816303888,9.812476711067442,81,1,24,56,25
A56,2023,A road,18821.125,2451.40625,374.90625,15685.96875,0.1288431726914329,39.4,32,3.673765816303888,9.842735188185964,63,1,12,50,13
A56,2024,A road,19104.8125,2375.875,364.96875,16055.28125,0.12607012652013236,39.4,32,3.673765816303888,9.857695545648072,54,1,15,38,16
A560,2017,A road,16709.5,2342.423076923077,402.2692307692308,13728.461538461539,0.13680563785048513,28,26,3.332204510175204,9.723732698939488,58,1,8,49,9
A560,2018,A road,16290.692307692309,2219.423076923077,371.46153846153845,13456.5,0.1322411246328125,30.1,26,3.40452517175483,9.698349199630563,44,1,8,35,9
A560,2019,A road,15790.12,2026.56,345.64,13172.72,0.12324243071112088,29.6,25,3.3877743613300146,9.667139706967484,65,1,6,58,7
A560,2020,A road,13261.565217391304,1954.5652173913043,293.60869565217394,10834.782608695652,0.1414958007568828,29.6,23,3.3877743613300146,9.492625297300867,28,1,4,23,5
A560,2021,A road,14582.826086956522,2162.6521739130435,315.4782608695652,11918.91304347826,0.14156657742172205,29.6,23,3.3877743613300146,9.587599819904026,38,0,9,29,9
A560,2022,A road,15352.695652173914,2206.478260869565,313,12635.565217391304,0.14031109047836823,29.6,23,3.3877743613300146,9.639046350116743,28,1,4,23,5
A560,2023,A road,15673.260869565218,2234.5652173913045,302.17391304347825,12935.869565217392,0.13881666177436572,29.6,23,3.3877743613300146,9.659711410035758,27,0,5,22,5
A560,2024,A road,16116.91304347826,2237.1304347826085,298.5652173913044,13378.782608695652,0.13641322696200375,29.6,23,3.3877743613300146,9.6876244991789,30,0,9,21,9
A57,2017,A road,20940.2,3240.56,820.28,16516.28,0.15643488579332013,35.5,25,3.56953269648137,9.949426035477293,81,2,23,56,25
A57,2018,A road,20202.28,3050.28,789.28,16038.4,0.15108771889847822,36.300000000000004,25,3.591817741270805,9.91355074830694,93,2,14,77,16
A57,2019,A road,19979,2913.32,767.6,15993.84,0.14436816208355127,36.300000000000004,25,3.591817741270805,9.90243700089995,82,1,14,67,15
A57,2020,A road,16665.32,2804.2,677.6,12975.24,0.165082357805946,36.300000000000004,25,3.591817741270805,9.721085192477677,52,1,12,39,13
A57,2021,A road,19024.28,3131.08,727.12,14935.44,0.16282658648057927,36.300000000000004,25,3.591817741270805,9.85347133707288,59,3,11,45,14
A57,2022,A road,20530.88,3332.28,743.44,16204.6,0.16256322705804652,36.300000000000004,25,3.591817741270805,9.929685373195655,67,3,16,48,19
A57,2023,A road,21536.96,3348.36,690.6,17245.56,0.15635313938077516,36.300000000000004,25,3.591817741270805,9.977525807973981,44,0,15,29,15
A57,2024,A road,21653.64,3309.2,670.88,17422,0.15325959793006239,36.300000000000004,25,3.591817741270805,9.982928848628738,61,1,21,39,22
A57(M),2022,A road,62206.166666666664,9163.833333333334,1937.8333333333333,50796.833333333336,0.15021320747954303,2.6,6,0.9555114450274363,11.038209416363884,0,0,0,0,0
A57(M),2023,A road,63326.166666666664,8983.5,1796.3333333333333,52235.5,0.1462905661907062,2.6,6,0.9555114450274363,11.05605389817694,4,0,3,1,3
A57(M),2024,A road,63740.166666666664,9032.833333333334,1787.1666666666667,52636.166666666664,0.14626424779731503,2.6,6,0.9555114450274363,11.062570202757156,5,0,0,5,0
A571,2017,A road,9543.5,1210.5,125,8117,0.13278011533362089,5.5,2,1.7047480922384253,9.163615573469947,7,0,0,7,0
A571,2018,A road,9502,1245.5,126.5,8042.5,0.13754301018468695,5.5,2,1.7047480922384253,9.159257581746866,4,0,1,3,1
A571,2019,A road,9304,1109.5,81,8017.5,0.12019459732938745,5.5,2,1.7047480922384253,9.1381996941985,6,0,0,6,0
A571,2020,A road,7130.5,970,72,6021.5,0.13727143227828997,5.5,2,1.7047480922384253,8.87213663717682,3,0,0,3,0
A571,2021,A road,7842,1073,77,6620,0.13952775260757078,5.5,2,1.7047480922384253,8.967249182852276,2,0,1,1,1
A571,2022,A road,8411.5,1173.5,80,7080.5,0.14282423482537432,5.5,2,1.7047480922384253,9.037355096159216,1,0,1,0,1
A571,2023,A road,8574.5,1194,78.5,7225.5,0.14248588286873148,5.5,2,1.7047480922384253,9.056547961296202,4,0,2,2,2
A571,2024,A road,9263,1307,65.5,7805.5,0.1442380973901851,5.5,2,1.7047480922384253,9.133783249254028,3,0,2,1,2
A572,2017,A road,15630.92857142857,2171.6428571428573,457.2857142857143,12760,0.1437780652383683,21.1,14,3.0492730404820207,9.657006831211213,22,0,2,20,2
A572,2018,A road,15244.07142857143,2050.5714285714284,445,12515.357142857143,0.13445803058256814,21.4,14,3.0633909220278057,9.63194594766707,21,1,4,16,5
A572,2019,A road,14820.5,1944.9285714285713,408.35714285714283,12241.357142857143,0.13119581691141363,21.4,14,3.0633909220278057,9.60376663647259,18,0,5,13,5
A572,2020,A road,11677.714285714286,1736.0714285714287,356.07142857142856,9435.357142857143,0.14747664030615557,21.4,14,3.0633909220278057,9.3654375425152665,24,0,4,20,4
A572,2021,A road,12924.142857142857,1897.4285714285713,376.42857142857144,10500.92857142857,0.14370368008908108,21.4,14,3.0633909220278057,9.46685238051552,23,0,5,18,5
A572,2022,A road,14639.357142857143,2136.4285714285716,372.2142857142857,11965.642857142857,0.14351776816056394,21.4,14,3.0633909220278057,9.59146887554416,22,2,7,13,9
A572,2023,A road,14916.07142857143,2174.5,366.2142857142857,12211.857142857143,0.14342277247500823,21.4,14,3.0633909220278057,9.61019453000885,19,0,4,15,4
A572,2024,A road,15527.142857142857,2144.285714285714,338.5,12872.642857142857,0.1373252269434835,21.4,14,3.0633909220278057,9.650344923501919,23,0,11,12,11
A573,2017,A road,10713.166666666666,1648.1666666666667,225,8572.833333333334,0.15768566706632092,10.1,6,2.3125354238472138,9.27922879356399,13,0,3,10,3
A573,2018,A road,9882.5,1382.1666666666667,172.66666666666666,8109.5,0.14462722656902915,10.3,6,2.33214389523559,9.198520795170841,13,0,0,13,0
A573,2019,A road,10182.833333333334,1331.1666666666667,168.5,8462.333333333334,0.13162380440644025,10.3,6,2.33214389523559,9.228458574889862,10,0,2,8,2
A573,2020,A road,8258.5,1099,133.25,6868.25,0.13180758385902908,10.399999999999999,4,2.341805806147327,9.018998251961145,7,1,0,6,1
A573,2021,A road,9074,1207,143.75,7557.5,0.13225785295363252,10.399999999999999,4,2.341805806147327,9.113168460223909,10,0,2,8,2
A573,2022,A road,9934.25,1368.5,138.75,8239.5,0.13666777141997932,10.399999999999999,4,2.341805806147327,9.20374366144687,7,0,5,2,5
A573,2023,A road,10117.5,1392,136.5,8402.5,0.1364812112725694,10.399999999999999,4,2.341805806147327,9.22202187675002,13,0,1,12,1
A573,2024,A road,10266.5,1417.25,136,8525.5,0.1369794970271664,10.399999999999999,4,2.341805806147327,9.236641446395554,14,0,6,8,6
A574,2017,A road,10471,1670.5,258,8365.5,0.15953654223165464,1.3,2,0.26236426446749106,9.256364810287462,3,0,0,3,0
A574,2018,A road,10404,1702,259.5,8273,0.16359165044830742,1.4000000000000001,2,0.336472236621213,9.249945626568541,2,0,0,2,0
A574,2019,A road,10487,1686.5,259,8377,0.16081790447011113,1.4000000000000001,2,0.336472236621213,9.257891673834406,2,1,0,1,1
A574,2020,A road,8194,1489,228,6363,0.18171915601475028,1.4000000000000001,2,0.336472236621213,9.011157458106817,0,0,0,0,0
A574,2021,A road,8997,1622.5,244.5,7010.5,0.18033769756229687,1.4000000000000001,2,0.336472236621213,9.104646467417119,1,0,0,1,0
A574,2022,A road,9630.5,1759,254,7487.5,0.1826480490760039,1.4000000000000001,2,0.336472236621213,9.172690424524276,3,0,2,1,2
A574,2023,A road,9796.5,1789,250,7628.5,0.18261757737673853,1.4000000000000001,2,0.336472236621213,9.189780458010821,0,0,0,0,0
A574,2024,A road,9947,1821,250,7744,0.1830696071490968,1.4000000000000001,2,0.336472236621213,9.205026277152413,0,0,0,0,0
A575,2017,A road,15442.166666666666,2373.1666666666665,334.8333333333333,12440.916666666666,0.1536553669511289,8.4,12,2.128231705849268,9.644857141885678,20,0,4,16,4
A575,2018,A road,14598.083333333334,2114.8333333333335,334.5833333333333,11881.5,0.14458788791979277,8.6,12,2.151762203259462,9.588645520539833,21,0,2,19,2
A575,2019,A road,14372.25,2064.1666666666665,321.75,11728.666666666666,0.14591856249333124,8.3,12,2.1162555148025524,9.573054543016715,21,1,2,18,3
A575,2020,A road,11307.166666666666,1824.8333333333333,292.4166666666667,9012.75,0.16151112856680158,8.3,12,2.1162555148025524,9.333192021958093,12,0,3,9,3
A575,2021,A road,12637.583333333334,1993.8333333333333,313.9166666666667,10139,0.15937181742670656,8.3,12,2.1162555148025524,9.444430457438209,15,0,1,14,1
A575,2022,A road,13534.083333333334,2135.4166666666665,315.6666666666667,10876.166666666666,0.1576789924835402,8.3,12,2.1162555148025524,9.512966474105365,7,1,3,3,4
A575,2023,A road,14043.833333333334,2204.4166666666665,313.6666666666667,11324.583333333334,0.15748213173300546,8.3,12,2.1162555148025524,9.549938669753743,12,0,6,6,6
A575,2024,A road,14460.583333333334,2175.3333333333335,302.1666666666667,11776.666666666666,0.15133397138735336,8.3,12,2.1162555148025524,9.57918183607012,17,0,7,10,7
A576,2017,A road,22907.3125,3102.875,772.75,18674.125,0.13779431265356912,15.9,16,2.766319109226186,10.039211461713652,43,1,5,37,6
A576,2018,A road,22664.125,2956.8125,749.1875,18614.3125,0.1300526310664077,16.8,16,2.8213788864092133,10.02853855684989,46,1,10,35,11
A576,2019,A road,22847.5625,2911.75,742.375,18852.4375,0.1274177252825296,16.8,16,2.8213788864092133,10.036599716671667,45,1,6,38,7
A576,2020,A road,17001.6875,2478.625,604.75,13694.9375,0.14602414139274325,16.8,16,2.8213788864092133,9.74106788281782,27,0,1,26,1
A576,2021,A road,19000.6875,2761.375,644.75,15353.4375,0.14430416730510026,16.8,16,2.8213788864092133,9.85223044170447,22,1,6,15,7
A576,2022,A road,20873.0625,3008,655.75,16950.25,0.14468690709388515,16.8,16,2.8213788864092133,9.946214731040278,22,0,6,16,6
A576,2023,A road,21371.3125,3014.375,653.625,17446.375,0.14322723334478077,16.8,16,2.8213788864092133,9.969804764302719,23,0,6,17,6
A576,2024,A road,21329.625,2959.4375,631.1875,17458.25,0.14027207552130994,16.8,16,2.8213788864092133,9.96785223043884,26,1,7,18,8
A577,2017,A road,13681.8,2116.65,352.1,10919.5,0.15559435544362527,22,20,3.091042453358316,9.52382176146816,35,0,7,28,7
A577,2018,A road,12613.57142857143,1876.1904761904761,330.7142857142857,10151.095238095239,0.14728831971424386,23.6,21,3.1612467120315646,9.44252861079191,31,0,3,28,3
A577,2019,A road,12242.272727272728,1754.3181818181818,318.27272727272725,9941.863636363636,0.14128498849098162,23.7,22,3.1654750481410856,9.412650219162597,36,1,12,23,13
A577,2020,A road,9970.59090909091,1590.8636363636363,271.09090909090907,7940.590909090909,0.15833475644377706,23.7,22,3.1654750481410856,9.2073951299148,30,1,5,24,6
A577,2021,A road,11208.681818181818,1745.2727272727273,284,9000.272727272728,0.15457141465543833,23.7,22,3.1654750481410856,9.324443919337693,35,0,8,27,8
A577,2022,A road,12129.272727272728,1888.090909090909,294.72727272727275,9749.227272727272,0.15441290287449191,23.7,22,3.1654750481410856,9.403377043609117,24,0,9,15,9
A577,2023,A road,12339.545454545454,1920.0454545454545,289.6363636363636,9932.636363636364,0.15435743497090212,23.7,22,3.1654750481410856,9.420564461654973,23,0,7,16,7
A577,2024,A road,11881.56,1798.16,251.88,9641.96,0.1486487065071294,23.7,25,3.1654750481410856,9.382742897427134,31,2,5,24,7
A578,2017,A road,15922.5,1801,213,13527,0.11157353998954961,4.1,2,1.410986973710262,9.675488482245521,10,0,0,10,0
A578,2018,A road,15784.5,1835,214.5,13378,0.11467279510766006,4.3,2,1.4586150226995167,9.666783724848976,14,0,6,8,6
A578,2019,A road,15931,1819,214.5,13546,0.11262978427312417,4.3,2,1.4586150226995167,9.676022175572895,6,1,1,4,2
A578,2020,A road,12318,1605,189,10289.5,0.128523794542176,4.3,2,1.4586150226995167,9.418816886246988,5,0,1,4,1
A578,2021,A road,13533,1750,202.5,11336,0.127558922143365,4.3,2,1.4586150226995167,9.512886426076506,4,0,1,3,1
A578,2022,A road,14479,1897,209.5,12107.5,0.12923985631937834,4.3,2,1.4586150226995167,9.58045460278142,3,0,0,3,0
A578,2023,A road,14735.5,1929,206,12335.5,0.12912739812840954,4.3,2,1.4586150226995167,9.59801482740912,10,0,3,7,3
A578,2024,A road,14960.5,1963.5,206,12522,0.12946404867319314,4.3,2,1.4586150226995167,9.613168673429843,5,0,2,3,2
A579,2017,A road,18988.615384615383,2729.153846153846,532.8461538461538,15423.692307692309,0.14267078187760698,16.8,13,2.8213788864092133,9.851594888278937,46,0,6,40,6
A579,2018,A road,18576.30769230769,2633.5384615384614,524.3846153846154,15124.76923076923,0.14231698957329464,17,13,2.833213344056216,9.829642267770543,46,1,7,38,8
A579,2019,A road,19305.416666666668,2697.0833333333335,540.3333333333334,15773.333333333334,0.14034353238794595,16.9,12,2.8273136219290276,9.868140991820336,27,1,4,22,5
A579,2020,A road,16494,2361.5,411.25,13506,0.1462020338311673,16.9,12,2.8273136219290276,9.7107519573933,22,0,3,19,3
A579,2021,A road,18575.5,2655.3333333333335,440.4166666666667,15249.833333333334,0.14577865942441784,16.9,12,2.8273136219290276,9.829598787124084,34,2,4,28,6
A579,2022,A road,20109,2906,449.5833333333333,16501.166666666668,0.14734060937657978,16.9,12,2.8273136219290276,9.908922755026067,30,0,4,26,4
A579,2023,A road,20297.25,2908.25,452,16699.666666666668,0.1458534791784005,16.9,12,2.8273136219290276,9.918240687872968,20,0,2,18,2
A579,2024,A road,19958.833333333332,2810.0833333333335,438.4166666666667,16460.916666666668,0.14202222654568336,16.9,12,2.8273136219290276,9.9014270979233725,32,1,7,24,8
A57M,2017,A road,60168.666666666664,8688.166666666666,2600.5,48279.666666666664,0.14551684954988622,2.6,6,0.9555114450274363,11.004907008531724,0,0,0,0,0
A57M,2018,A road,58060.166666666664,8341.833333333334,2170,47092.666666666664,0.14500749735108223,2.6,6,0.9555114450274363,10.969235108168139,0,0,0,0,0
A57M,2019,A road,58563.166666666664,8268.833333333334,2175.1666666666665,47683.333333333336,0.14251017777979635,2.6,6,0.9555114450274363,10.977861222765146,0,0,0,0,0
A57M,2020,A road,45018.5,7405.833333333333,1824.1666666666667,35536.666666666664,0.16690458284970883,2.6,6,0.9555114450274363,10.71482879538055,0,0,0,0,0
A57M,2021,A road,54585.666666666664,8569.666666666666,1943.1666666666667,43831.333333333336,0.1601605068398127,2.6,6,0.9555114450274363,10.907526612007318,0,0,0,0,0
A58,2017,A road,20610.62162162162,2672.3783783783783,494.4864864864865,17167.64864864865,0.13708826762845328,57.1,37,4.044804116661965,9.933561834595197,137,4,26,107,30
A58,2018,A road,20231.783783783783,2587,495.4864864864865,16885.432432432433,0.13517467587959678,57.7,37,4.055257173514054,9.915010101449269,102,1,23,78,24
A58,2019,A road,20178.447368421053,2485.157894736842,475.7631578947368,16949.394736842107,0.1300023132671437,58.2,38,4.063885354737392,9.912370351820828,88,1,17,70,18
A58,2020,A road,16341.578947368422,2239.7368421052633,420.0263157894737,13487.921052631578,0.14360070973000635,58.2,38,4.063885354737392,9.70146799455144,66,0,12,54,12
A58,2021,A road,18499.026315789473,2507.7894736842104,468.94736842105266,15298.5,0.14187217599895052,58.2,38,4.063885354737392,9.825473378102378,80,3,15,62,18
A58,2022,A road,19962.552631578947,2729.6052631578946,482.2894736842105,16509.5,0.14327886115421376,58.2,38,4.063885354737392,9.90161342904222,81,6,18,57,24
A58,2023,A road,20482.63157894737,2719.2105263157896,457.2368421052632,17070.315789473683,0.14109824786626893,58.2,38,4.063885354737392,9.92733256596445,56,2,16,38,18
A58,2024,A road,20530.36842105263,2663.5,443.1578947368421,17180.684210526317,0.13814931943788736,58.2,38,4.063885354737392,9.929660455348923,59,3,19,37,22
A580,2017,A road,32637.090909090908,5232,1886.1818181818182,25161.727272727272,0.1621680884910245,21.5,11,3.068052935133617,10.39320467854632,37,0,9,28,9
A580,2018,A road,32268.090909090908,5313.545454545455,1928.8181818181818,24672.454545454544,0.1662534048244905,22.2,11,3.100092288878234,10.381834123366982,27,0,2,25,2
A580,2019,A road,31803.090909090908,5039,1881,24540.909090909092,0.15999826675450074,22.2,11,3.100092288878234,10.367318762443896,32,1,1,30,2
A580,2020,A road,24796.909090909092,4537.909090909091,1654.8181818181818,18373,0.18412447555586434,22.2,11,3.100092288878234,10.118474290954596,28,2,4,22,6
A580,2021,A road,30198.363636363636,5550.363636363636,1917.6363636363637,22469.454545454544,0.18427998209761717,22.2,11,3.100092288878234,10.315543017668572,19,0,5,14,5
A580,2022,A road,33437.545454545456,5969.090909090909,1953.5454545454545,25260.545454545456,0.18043867889250034,22.2,11,3.100092288878234,10.417434663025714,23,0,2,21,2
A580,2023,A road,33580.181818181816,5679.181818181818,1870.5454545454545,25796.909090909092,0.17100440077916293,22.2,11,3.100092288878234,10.421691345095189,23,0,5,18,5
A580,2024,A road,34619.90909090909,5723.181818181818,1841.5454545454545,26800.454545454544,0.16680321344056662,22.2,11,3.100092288878234,10.452184202814248,20,1,1,18,2
A6,2017,A road,17398.558139534885,2265.0232558139537,529.3720930232558,13944.767441860466,0.1289927410663567,50,43,3.912023005428146,9.76414261622511,126,1,19,106,20
A6,2018,A road,16653.404761904763,2117.5238095238096,499.26190476190476,13393.047619047618,0.12497019126818423,51.1,42,3.933784497209659,9.720369964707809,115,2,24,89,26
A6,2019,A road,17327.18604651163,2116.906976744186,535.8372093023256,13981.209302325582,0.12046647825177152,51.2,43,3.9357395320454622,9.760031994829067,118,2,19,97,21
A6,2020,A road,13724.32558139535,1911.6279069767443,456.1860465116279,10909.162790697674,0.1381366886571865,51.2,43,3.9357395320454622,9.52692512720287,75,1,10,64,11
A6,2021,A road,14674.697674418605,2005.6744186046512,454.3953488372093,11763.32558139535,0.13417764494858864,51.2,43,3.9357395320454622,9.593880043081604,86,1,22,63,23
A6,2022,A road,15788.255813953489,2185.3720930232557,457.74418604651163,12649.441860465116,0.13585849770823377,51.2,43,3.9357395320454622,9.667021639714143,93,4,23,66,27
A6,2023,A road,16276.32558139535,2191.279069767442,435.04651162790697,13151.488372093023,0.13341961560890384,51.2,43,3.9357395320454622,9.697466912693647,89,3,24,62,27
A6,2024,A road,15878.84090909091,2063.068181818182,405.25,12903.522727272728,0.13121361119866873,51.4,44,3.9396381724611196,9.672742741525779,86,0,25,61,25
A6010,2017,A road,16425.333333333332,2212.266666666667,354.3333333333333,13580.666666666666,0.13047278797190823,15.7,15,2.7536607123542622,9.706580137413756,64,0,6,58,6
A6010,2018,A road,16269.6,1941.4,330.6666666666667,13745.066666666668,0.11702979375465682,15.7,15,2.7536607123542622,9.697053614784865,56,0,8,48,8
A6010,2019,A road,16478.133333333335,1906.8,329.26666666666665,13996.533333333333,0.11213867592417,15.7,15,2.7536607123542622,9.709789528439675,48,0,5,43,5
A6010,2020,A road,13006.933333333332,1657.8666666666666,285.06666666666666,10901,0.12375227788093905,15.7,15,2.7536607123542622,9.473237827605333,27,0,4,23,4
A6010,2021,A road,14544.866666666667,1810.4666666666667,325.6,12240.533333333333,0.12146531220792917,15.7,15,2.7536607123542622,9.584993403934151,32,1,8,23,9
A6010,2022,A road,15737.933333333332,1990.3333333333333,333.93333333333334,13228.8,0.12319716207109856,15.7,15,2.7536607123542622,9.663829213054271,40,2,7,31,9
A6010,2023,A road,16047.266666666666,1994.7333333333333,324.8666666666667,13541.4,0.12048970819647341,15.7,15,2.7536607123542622,9.683293812913012,35,1,5,29,6
A6010,2024,A road,16489.266666666666,2006.2,307.93333333333334,13992.333333333334,0.11763006653986145,15.7,15,2.7536607123542622,9.710464943167956,39,1,12,26,13
A6017,2017,A road,16414,2267.5,345.8333333333333,13440,0.1376236654132661,8.6,6,2.151762203259462,9.705889908189658,31,2,6,23,8
A6017,2018,A road,16287.166666666666,2310.1666666666665,349.5,13292,0.14131544008080937,8.6,6,2.151762203259462,9.698132755631454,6,0,0,6,0
A6017,2019,A road,16429.833333333332,2290.1666666666665,349.5,13458.5,0.1388759503880426,8.6,6,2.151762203259462,9.706854066934417,14,0,2,12,2
A6017,2020,A road,13437.333333333334,2112.1666666666665,296,10813.666666666666,0.1547053660236219,8.6,6,2.151762203259462,9.505792181692325,12,1,2,9,3
A6017,2021,A road,15553.666666666666,2243.1666666666665,339.3333333333333,12709.333333333334,0.1419962099159491,8.6,6,2.151762203259462,9.652051688310747,15,1,3,11,4
A6017,2022,A road,16640.833333333332,2431.3333333333335,351.3333333333333,13575,0.14385710303800203,8.6,6,2.151762203259462,9.719614793249438,16,1,2,13,3
A6017,2023,A road,16931.166666666668,2472.5,345.1666666666667,13830,0.14378361951823543,8.6,6,2.151762203259462,9.736911383955906,13,0,5,8,5
A6017,2024,A road,16495,2275.6666666666665,344.8333333333333,13589.833333333334,0.1386674666370725,8.6,6,2.151762203259462,9.710812583662682,14,1,6,7,7
A6018,2017,A road,14170.5,2095,386,11515.5,0.14784129833034362,4.800000000000001,2,1.5686159179138455,9.558917617877299,5,0,0,5,0
A6018,2018,A road,14077.5,2134.5,390.5,11388.5,0.15162527950051163,4.800000000000001,2,1.5686159179138455,9.552333057128774,5,0,2,3,2
A6018,2019,A road,14199,2115.5,391.5,11531.5,0.14898994372950553,4.800000000000001,2,1.5686159179138455,9.560926818574357,4,0,1,3,1
A6018,2020,A road,11078,1867,344,8759,0.16853211443728683,4.800000000000001,2,1.5686159179138455,9.31271643859305,3,0,0,3,0
A6018,2021,A road,12167.5,2035.5,369,9650,0.1672916228588745,4.800000000000001,2,1.5686159179138455,9.406523741707609,3,0,1,2,1
A6018,2022,A road,13018,2207,382,10307,0.16953421751773756,4.800000000000001,2,1.5686159179138455,9.474088294132333,4,0,4,0,4
A6018,2023,A road,13243,2244,376.5,10501,0.16944706727999065,4.800000000000001,2,1.5686159179138455,9.491224389926964,5,0,1,4,1
A6018,2024,A road,13442.5,2284.5,374.5,10660,0.16994663168309454,4.800000000000001,2,1.5686159179138455,9.506176608683834,2,0,0,2,0
A6027,2017,A road,26478.333333333332,3780.3333333333335,1031,21468.666666666668,0.1406012274328955,2.4000000000000004,3,0.8754687373539001,10.184082067486013,4,0,0,4,0
A6027,2018,A road,26535.666666666668,3869.6666666666665,1055.6666666666667,21437.333333333332,0.14369748024483947,2.6,3,0.9555114450274363,10.186245018996388,3,0,0,3,0
A6027,2019,A road,26682.666666666668,3846.6666666666665,1058.6666666666667,21603.666666666668,0.14184618418501466,2.6,3,0.9555114450274363,10.191769445059876,2,0,0,2,0
A6027,2020,A road,21758.333333333332,3635.3333333333335,963.6666666666666,17046.333333333332,0.1628956703339882,2.6,3,0.9555114450274363,9.98775210489922,2,0,0,2,0
A6027,2021,A road,23941,4063.6666666666665,1036,18719,0.16452192695933504,2.6,3,0.9555114450274363,10.08334774933398,3,0,0,3,0
A6027,2022,A road,26381.666666666668,4219.666666666667,1242,20785.666666666668,0.15766311517933912,2.6,3,0.9555114450274363,10.18042460345173,3,0,0,3,0
A6027,2023,A road,26881,4297,1219,21233.333333333332,0.157588414702723,2.6,3,0.9555114450274363,10.199174996326047,4,0,2,2,2
A6027,2024,A road,28471.666666666668,4309,1165,22833.666666666668,0.14868569626598094,2.6,3,0.9555114450274363,10.256664719713049,5,0,1,4,1
A6033,2017,A road,8112,1348.5,255,6398.5,0.1662340307210835,3.4000000000000004,2,1.2237754316221159,9.001099725830965,2,0,0,2,0
A6033,2018,A road,8063.5,1373.5,257.5,6328,0.17033627976356258,3.4000000000000004,2,1.2237754316221159,8.995102984420571,2,0,0,2,0
