collision_index,collision_year,collision_ref_no,police_force,collision_severity,first_road_class,first_road_number,time,speed_limit,junction_detail,collision_ref_join,road_name,road_type,severity_text,severe,collision_hour,time_period,speed_group,junction_group,lgv_involved,young_driver_involved
201806N149520,2018,06N149520,6,2,3,56,11:50:00,40,18,06N149520,A56,A road,serious,1,11,daytime,40 mph or above,Other or unknown junction,0,0
2021061061862,2021,061061862,6,2,3,627,17:00:00,30,13,061061862,A627,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,0
201806P245084,2018,06P245084,6,2,3,671,11:19:00,30,13,06P245084,A671,A road,serious,1,11,daytime,30 mph or below,T or staggered junction,0,0
2022061156600,2022,061156600,6,2,3,626,17:15:00,30,0,061156600,A626,A road,serious,1,17,evening_peak,30 mph or below,No junction,1,0
2021061132376,2021,061132376,6,3,3,664,03:45:00,30,19,061132376,A664,A road,slight,0,3,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
2022061175269,2022,061175269,6,3,3,663,18:30:00,30,0,061175269,A663,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,0
2023061366404,2023,061366404,6,3,3,62,15:40:00,30,16,061366404,A62,A road,slight,0,15,daytime,30 mph or below,Crossroads or larger junction,0,0
2021061097515,2021,061097515,6,3,3,62,08:31:00,30,0,061097515,A62,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,0
201806Q239561,2018,06Q239561,6,3,3,62,13:15:00,30,13,06Q239561,A62,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,0
201706A031311,2017,06A031311,6,3,3,664,17:15:00,30,13,06A031311,A664,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,1,0
2021061027469,2021,061027469,6,3,2,57,12:05:00,30,0,061027469,A57(M),A road,slight,0,12,daytime,30 mph or below,No junction,1,0
201906A256497,2019,06A256497,6,3,3,665,14:05:00,30,13,06A256497,A665,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,1,0
202006F276948,2020,06F276948,6,3,3,6,20:28:00,30,13,06F276948,A6,A road,slight,0,20,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2022061156585,2022,061156585,6,2,3,577,10:14:00,30,0,061156585,A577,A road,serious,1,10,daytime,30 mph or below,No junction,0,0
2023061388149,2023,061388149,6,3,3,573,12:35:00,30,13,061388149,A573,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
2023061266975,2023,061266975,6,2,3,6,13:10:00,30,13,061266975,A6,A road,serious,1,13,daytime,30 mph or below,T or staggered junction,0,1
201806M243039,2018,06M243039,6,3,3,560,05:44:00,30,0,06M243039,A560,A road,slight,0,5,night_or_off_peak,30 mph or below,No junction,0,0
202106L080150,2021,06L080150,6,2,3,58,21:50:00,30,0,06L080150,A58,A road,serious,1,21,night_or_off_peak,30 mph or below,No junction,0,0
202006P371290,2020,06P371290,6,3,3,58,18:50:00,30,13,06P371290,A58,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
201906M265284,2019,06M265284,6,3,3,56,08:45:00,30,13,06M265284,A56,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
2021061142005,2021,061142005,6,3,1,61,21:25:00,70,0,061142005,M61,Motorway,slight,0,21,night_or_off_peak,40 mph or above,No junction,0,0
201906XF67035,2019,06XF67035,6,3,1,60,14:20:00,70,0,06XF67035,M60,Motorway,slight,0,14,daytime,40 mph or above,No junction,0,1
201806XN48805,2018,06XN48805,6,3,1,62,11:00:00,70,0,06XN48805,M62,Motorway,slight,0,11,daytime,40 mph or above,No junction,0,1
201906P154816,2019,06P154816,6,3,3,671,13:00:00,30,13,06P154816,A671,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,1
201906F164863,2019,06F164863,6,2,3,57,20:08:00,40,16,06F164863,A57,A road,serious,1,20,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
201806L246654,2018,06L246654,6,3,3,573,17:05:00,30,13,06L246654,A573,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201906G163742,2019,06G163742,6,3,3,6017,04:50:00,30,13,06G163742,A6017,A road,slight,0,4,night_or_off_peak,30 mph or below,T or staggered junction,0,1
2022061249926,2022,061249926,6,3,3,6144,17:45:00,30,0,061249926,A6144,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2023061322375,2023,061322375,6,2,3,538,01:45:00,30,0,061322375,A538,A road,serious,1,1,night_or_off_peak,30 mph or below,No junction,0,1
2022061207227,2022,061207227,6,2,3,665,12:40:00,30,0,061207227,A665,A road,serious,1,12,daytime,30 mph or below,No junction,0,1
2021061064762,2021,061064762,6,2,1,66,18:20:00,70,0,061064762,M66,Motorway,serious,1,18,evening_peak,40 mph or above,No junction,1,0
202106J080135,2021,06J080135,6,3,3,626,09:51:00,30,0,06J080135,A626,A road,slight,0,9,morning_peak,30 mph or below,No junction,0,0
201906Q261926,2019,06Q261926,6,3,3,6104,17:39:00,30,13,06Q261926,A6104,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,1
201906XN65532,2019,06XN65532,6,3,1,60,18:50:00,70,0,06XN65532,M60,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,0
202006Q268748,2020,06Q268748,6,3,3,670,14:00:00,40,13,06Q268748,A670,A road,slight,0,14,daytime,40 mph or above,T or staggered junction,0,0
2021061072255,2021,061072255,6,2,3,6053,02:02:00,30,0,061072255,A6053,A road,serious,1,2,night_or_off_peak,30 mph or below,No junction,0,0
201706E035264,2017,06E035264,6,3,3,5145,08:00:00,30,13,06E035264,A5145,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
201806A144315,2018,06A144315,6,3,3,56,10:40:00,30,16,06A144315,A56,A road,slight,0,10,daytime,30 mph or below,Crossroads or larger junction,0,0
201806P339556,2018,06P339556,6,3,3,6046,18:33:00,30,13,06P339556,A6046,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2021061067067,2021,061067067,6,3,3,58,11:30:00,30,13,061067067,A58,A road,slight,0,11,daytime,30 mph or below,T or staggered junction,0,0
2023061353334,2023,061353334,6,2,1,62,10:50:00,70,0,061353334,M62,Motorway,serious,1,10,daytime,40 mph or above,No junction,0,0
201706E025394,2017,06E025394,6,3,3,5145,15:29:00,40,16,06E025394,A5145,A road,slight,0,15,daytime,40 mph or above,Crossroads or larger junction,0,0
2021061026930,2021,061026930,6,3,3,671,19:14:00,30,19,061026930,A671,A road,slight,0,19,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
201706K029211,2017,06K029211,6,3,3,575,11:30:00,30,16,06K029211,A575,A road,slight,0,11,daytime,30 mph or below,Crossroads or larger junction,1,0
202006E168412,2020,06E168412,6,3,3,5067,17:45:00,30,16,06E168412,A5067,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,1
202106F079287,2021,06F079287,6,3,3,6,08:50:00,30,13,06F079287,A6,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,1,0
201906J155388,2019,06J155388,6,3,3,6,14:45:00,30,13,06J155388,A6,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,0
201806XF49103,2018,06XF49103,6,3,1,60,11:49:00,70,0,06XF49103,M60,Motorway,slight,0,11,daytime,40 mph or above,No junction,0,1
201906XP65865,2019,06XP65865,6,3,2,627,03:35:00,70,0,06XP65865,A627(M),A road,slight,0,3,night_or_off_peak,40 mph or above,No junction,0,0
2023061377265,2023,061377265,6,2,3,666,13:50:00,30,13,061377265,A666,A road,serious,1,13,daytime,30 mph or below,T or staggered junction,0,1
201906XF59712,2019,06XF59712,6,2,1,60,09:10:00,70,0,06XF59712,M60,Motorway,serious,1,9,morning_peak,40 mph or above,No junction,0,0
2024061479646,2024,061479646,6,3,3,575,14:01:00,30,0,061479646,A575,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
2023061285768,2023,061285768,6,3,3,6010,01:49:00,40,16,061285768,A6010,A road,slight,0,1,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
202006XP76572,2020,06XP76572,6,3,1,62,08:26:00,70,0,06XP76572,M62,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,0,0
201906G157849,2019,06G157849,6,3,3,6017,16:15:00,20,13,06G157849,A6017,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201806XF44061,2018,06XF44061,6,2,1,62,04:00:00,70,0,06XF44061,M62,Motorway,serious,1,4,night_or_off_peak,40 mph or above,No junction,0,0
2021061084193,2021,061084193,6,2,3,6,12:50:00,30,0,061084193,A6,A road,serious,1,12,daytime,30 mph or below,No junction,1,0
2022061168874,2022,061168874,6,3,3,57,17:13:00,30,13,061168874,A57,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201806N246316,2018,06N246316,6,3,3,58,10:20:00,40,0,06N246316,A58,A road,slight,0,10,daytime,40 mph or above,No junction,0,0
201706A035518,2017,06A035518,6,3,3,664,00:00:00,30,16,06A035518,A664,A road,slight,0,0,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201806G149594,2018,06G149594,6,3,3,627,13:11:00,30,13,06G149594,A627,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,1
2022061232287,2022,061232287,6,2,3,627,16:35:00,30,0,061232287,A627,A road,serious,1,16,evening_peak,30 mph or below,No junction,0,0
2024061468776,2024,061468776,6,3,3,6188,06:20:00,30,-1,061468776,A6188,A road,slight,0,6,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
201906XJ59449,2019,06XJ59449,6,3,1,60,08:27:00,70,0,06XJ59449,M60,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,0,0
202006N273612,2020,06N273612,6,2,3,665,16:52:00,30,16,06N273612,A665,A road,serious,1,16,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201806K247157,2018,06K247157,6,3,3,6099,17:30:00,30,16,06K247157,A6099,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201706M034191,2017,06M034191,6,3,3,56,18:34:00,40,13,06M034191,A56,A road,slight,0,18,evening_peak,40 mph or above,T or staggered junction,0,1
2022061225595,2022,061225595,6,3,3,640,13:13:00,30,13,061225595,A640,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,0
2022061192804,2022,061192804,6,3,3,664,08:55:00,30,13,061192804,A664,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
202006J166226,2020,06J166226,6,3,3,626,08:35:00,40,16,06J166226,A626,A road,slight,0,8,morning_peak,40 mph or above,Crossroads or larger junction,0,1
2022061168294,2022,061168294,6,2,3,58,13:50:00,30,16,061168294,A58,A road,serious,1,13,daytime,30 mph or below,Crossroads or larger junction,0,1
202106X080179,2021,06X080179,6,3,1,60,19:45:00,70,0,06X080179,M60,Motorway,slight,0,19,night_or_off_peak,40 mph or above,No junction,0,0
2022061144510,2022,061144510,6,3,3,56,15:20:00,30,13,061144510,A56,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
201806G146651,2018,06G146651,6,3,3,627,12:25:00,30,13,06G146651,A627,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
2024061475527,2024,061475527,6,3,3,6188,08:10:00,30,0,061475527,A6188,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,0
2021061114850,2021,061114850,6,3,3,627,16:14:00,30,13,061114850,A627,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201706X037546,2017,06X037546,6,3,1,60,07:10:00,70,0,06X037546,M60,Motorway,slight,0,7,morning_peak,40 mph or above,No junction,0,0
2024061522350,2024,061522350,6,3,3,573,17:15:00,30,0,061522350,A573,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2023061308402,2023,061308402,6,2,3,6,10:15:00,30,13,061308402,A6,A road,serious,1,10,daytime,30 mph or below,T or staggered junction,0,0
201706G032515,2017,06G032515,6,2,3,57,09:45:00,30,13,06G032515,A57,A road,serious,1,9,morning_peak,30 mph or below,T or staggered junction,0,0
201906F165807,2019,06F165807,6,3,3,6,08:33:00,30,13,06F165807,A6,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
2024061529724,2024,061529724,6,3,3,5067,14:00:00,30,-1,061529724,A5067,A road,slight,0,14,daytime,30 mph or below,Other or unknown junction,0,1
2023061397034,2023,061397034,6,3,3,6048,05:05:00,30,13,061397034,A6048,A road,slight,0,5,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201906A163744,2019,06A163744,6,3,3,34,15:25:00,30,13,06A163744,A34,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2022061139848,2022,061139848,6,2,3,6010,15:53:00,30,0,061139848,A6010,A road,serious,1,15,daytime,30 mph or below,No junction,0,1
201806A349022,2018,06A349022,6,3,3,57,19:38:00,30,17,06A349022,A57,A road,slight,0,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201706N027303,2017,06N027303,6,3,3,665,06:50:00,30,13,06N027303,A665,A road,slight,0,6,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201706K033065,2017,06K033065,6,1,3,666,23:35:00,30,0,06K033065,A666,A road,fatal,1,23,night_or_off_peak,30 mph or below,No junction,0,0
201706X035555,2017,06X035555,6,3,1,60,16:30:00,50,0,06X035555,M60,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,0
2024061405990,2024,061405990,6,3,3,56,18:33:00,30,13,061405990,A56,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
201806E140740,2018,06E140740,6,3,2,57,14:10:00,50,0,06E140740,A57(M),A road,slight,0,14,daytime,40 mph or above,No junction,0,0
2023061389481,2023,061389481,6,3,3,675,18:50:00,30,13,061389481,A675,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
201906J159557,2019,06J159557,6,3,3,5145,18:40:00,30,13,06J159557,A5145,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2022061150841,2022,061150841,6,3,3,56,16:00:00,30,13,061150841,A56,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201706E035417,2017,06E035417,6,3,3,6,17:00:00,30,13,06E035417,A6,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201706Q031252,2017,06Q031252,6,3,3,627,00:23:00,30,16,06Q031252,A627,A road,slight,0,0,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061059187,2021,061059187,6,3,3,670,15:30:00,30,19,061059187,A670,A road,slight,0,15,daytime,30 mph or below,Other or unknown junction,0,0
201706Q037587,2017,06Q037587,6,3,3,627,12:50:00,40,13,06Q037587,A627,A road,slight,0,12,daytime,40 mph or above,T or staggered junction,0,0
201906E153984,2019,06E153984,6,3,3,5184,10:00:00,30,13,06E153984,A5184,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,0
202106P079457,2021,06P079457,6,3,3,664,16:19:00,30,13,06P079457,A664,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,1,0
2022061142803,2022,061142803,6,2,3,57,21:50:00,30,19,061142803,A57,A road,serious,1,21,night_or_off_peak,30 mph or below,Other or unknown junction,0,1
2021061069135,2021,061069135,6,2,3,627,21:40:00,30,13,061069135,A627,A road,serious,1,21,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201706X038818,2017,06X038818,6,3,1,62,18:10:00,50,0,06X038818,M62,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,1,0
201706X026090,2017,06X026090,6,3,1,62,14:10:00,70,0,06X026090,M62,Motorway,slight,0,14,daytime,40 mph or above,No junction,0,0
201906A364968,2019,06A364968,6,3,3,665,03:19:00,30,13,06A364968,A665,A road,slight,0,3,night_or_off_peak,30 mph or below,T or staggered junction,0,1
201906XF57353,2019,06XF57353,6,3,1,602,09:00:00,70,0,06XF57353,M602,Motorway,slight,0,9,morning_peak,40 mph or above,No junction,0,0
201706Q031688,2017,06Q031688,6,3,3,663,14:25:00,40,0,06Q031688,A663,A road,slight,0,14,daytime,40 mph or above,No junction,0,0
201706N034311,2017,06N034311,6,3,3,6044,10:00:00,30,0,06N034311,A6044,A road,slight,0,10,daytime,30 mph or below,No junction,0,0
201806L139511,2018,06L139511,6,3,3,5106,19:55:00,60,0,06L139511,A5106,A road,slight,0,19,night_or_off_peak,40 mph or above,No junction,0,0
201906XP56679,2019,06XP56679,6,3,1,62,11:55:00,70,0,06XP56679,M62,Motorway,slight,0,11,daytime,40 mph or above,No junction,0,0
2023061272724,2023,061272724,6,3,1,66,18:30:00,70,0,061272724,M66,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,0
201806E342051,2018,06E342051,6,3,3,5103,20:23:00,40,13,06E342051,A5103,A road,slight,0,20,night_or_off_peak,40 mph or above,T or staggered junction,0,1
2021061077243,2021,061077243,6,3,3,6099,15:20:00,30,16,061077243,A6099,A road,slight,0,15,daytime,30 mph or below,Crossroads or larger junction,0,1
201906P356762,2019,06P356762,6,3,3,6046,07:55:00,30,13,06P356762,A6046,A road,slight,0,7,morning_peak,30 mph or below,T or staggered junction,0,0
2024061503446,2024,061503446,6,3,3,58,16:55:00,40,16,061503446,A58,A road,slight,0,16,evening_peak,40 mph or above,Crossroads or larger junction,0,0
2024061475230,2024,061475230,6,3,1,56,10:30:00,70,0,061475230,M56,Motorway,slight,0,10,daytime,40 mph or above,No junction,0,0
201806A143831,2018,06A143831,6,3,3,34,07:57:00,20,13,06A143831,A34,A road,slight,0,7,morning_peak,30 mph or below,T or staggered junction,0,0
201906XJ58300,2019,06XJ58300,6,3,1,60,19:35:00,70,0,06XJ58300,M60,Motorway,slight,0,19,night_or_off_peak,40 mph or above,No junction,0,0
2023061295142,2023,061295142,6,3,3,5209,12:30:00,30,0,061295142,A5209,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
2024061437205,2024,061437205,6,2,1,67,14:45:00,70,0,061437205,M67,Motorway,serious,1,14,daytime,40 mph or above,No junction,0,0
202006F168712,2020,06F168712,6,3,3,572,12:55:00,30,0,06F168712,A572,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
2024061424251,2024,061424251,6,2,3,57,15:11:00,30,0,061424251,A57,A road,serious,1,15,daytime,30 mph or below,No junction,0,1
201906J159433,2019,06J159433,6,3,3,5145,18:15:00,30,16,06J159433,A5145,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201706G036277,2017,06G036277,6,2,3,6017,11:05:00,30,16,06G036277,A6017,A road,serious,1,11,daytime,30 mph or below,Crossroads or larger junction,0,1
202006G267532,2020,06G267532,6,2,3,6140,07:45:00,30,0,06G267532,A6140,A road,serious,1,7,morning_peak,30 mph or below,No junction,0,0
2024061526797,2024,061526797,6,3,3,5145,18:10:00,30,16,061526797,A5145,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2023061382948,2023,061382948,6,3,3,56,05:30:00,30,16,061382948,A56,A road,slight,0,5,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201906F159415,2019,06F159415,6,2,1,60,15:50:00,70,0,06F159415,M60,Motorway,serious,1,15,daytime,40 mph or above,No junction,0,0
201806G246703,2018,06G246703,6,3,3,57,15:13:00,40,0,06G246703,A57,A road,slight,0,15,daytime,40 mph or above,No junction,0,0
2024061526951,2024,061526951,6,3,3,6,04:16:00,40,0,061526951,A6,A road,slight,0,4,night_or_off_peak,40 mph or above,No junction,0,0
2021061054694,2021,061054694,6,3,3,560,12:30:00,30,0,061054694,A560,A road,slight,0,12,daytime,30 mph or below,No junction,1,0
2024061498244,2024,061498244,6,3,3,580,06:20:00,40,16,061498244,A580,A road,slight,0,6,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
201706X032160,2017,06X032160,6,3,1,602,14:53:00,50,0,06X032160,M602,Motorway,slight,0,14,daytime,40 mph or above,No junction,0,0
202006G273996,2020,06G273996,6,3,3,6017,13:30:00,30,0,06G273996,A6017,A road,slight,0,13,daytime,30 mph or below,No junction,0,1
2021061070907,2021,061070907,6,3,3,665,09:50:00,30,16,061070907,A665,A road,slight,0,9,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2022061190758,2022,061190758,6,3,3,6010,17:30:00,30,13,061190758,A6010,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
202006N271336,2020,06N271336,6,3,3,6044,14:10:00,30,13,06N271336,A6044,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,0
201706EM26613,2017,06EM26613,6,3,1,56,09:58:00,70,0,06EM26613,M56,Motorway,slight,0,9,morning_peak,40 mph or above,No junction,0,0
2021061106059,2021,061106059,6,3,3,538,16:05:00,30,13,061106059,A538,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,1
2022061211250,2022,061211250,6,2,3,34,20:00:00,30,0,061211250,A34,A road,serious,1,20,night_or_off_peak,30 mph or below,No junction,0,1
201906XF62509,2019,06XF62509,6,3,1,60,23:31:00,70,0,06XF62509,M60,Motorway,slight,0,23,night_or_off_peak,40 mph or above,No junction,0,0
2021061057893,2021,061057893,6,3,3,6010,23:52:00,30,0,061057893,A6010,A road,slight,0,23,night_or_off_peak,30 mph or below,No junction,0,0
2021061135318,2021,061135318,6,2,3,573,19:34:00,40,19,061135318,A573,A road,serious,1,19,night_or_off_peak,40 mph or above,Other or unknown junction,0,1
2024061429650,2024,061429650,6,3,3,56,12:13:00,30,19,061429650,A56,A road,slight,0,12,daytime,30 mph or below,Other or unknown junction,0,0
201706Q033615,2017,06Q033615,6,2,3,6104,11:21:00,30,18,06Q033615,A6104,A road,serious,1,11,daytime,30 mph or below,Other or unknown junction,0,1
202006K268282,2020,06K268282,6,3,3,6,19:30:00,40,13,06K268282,A6,A road,slight,0,19,night_or_off_peak,40 mph or above,T or staggered junction,1,1
201906G155652,2019,06G155652,6,3,3,6017,15:30:00,20,0,06G155652,A6017,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
2021061085508,2021,061085508,6,3,3,6,18:45:00,30,13,061085508,A6,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2023061272675,2023,061272675,6,2,3,560,08:55:00,30,19,061272675,A560,A road,serious,1,8,morning_peak,30 mph or below,Other or unknown junction,0,0
201806Q142272,2018,06Q142272,6,1,3,62,10:04:00,30,0,06Q142272,A62,A road,fatal,1,10,daytime,30 mph or below,No junction,0,0
2024061495505,2024,061495505,6,2,3,664,17:30:00,30,13,061495505,A664,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,0
201906E155108,2019,06E155108,6,3,3,6010,08:15:00,30,13,06E155108,A6010,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,1
2021061112886,2021,061112886,6,3,3,56,14:30:00,30,16,061112886,A56,A road,slight,0,14,daytime,30 mph or below,Crossroads or larger junction,0,0
202006M273468,2020,06M273468,6,2,3,538,09:25:00,30,18,06M273468,A538,A road,serious,1,9,morning_peak,30 mph or below,Other or unknown junction,0,0
201706A039013,2017,06A039013,6,3,3,635,13:45:00,30,16,06A039013,A635,A road,slight,0,13,daytime,30 mph or below,Crossroads or larger junction,0,0
2022061169048,2022,061169048,6,3,3,6,09:15:00,40,0,061169048,A6,A road,slight,0,9,morning_peak,40 mph or above,No junction,0,0
2024061459147,2024,061459147,6,3,1,60,17:20:00,30,-1,061459147,M60,Motorway,slight,0,17,evening_peak,30 mph or below,Other or unknown junction,0,0
2022061192797,2022,061192797,6,3,3,5145,08:40:00,30,13,061192797,A5145,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
201706A029103,2017,06A029103,6,3,3,576,01:32:00,30,0,06A029103,A576,A road,slight,0,1,night_or_off_peak,30 mph or below,No junction,0,1
201906E262110,2019,06E262110,6,3,3,34,16:40:00,40,0,06E262110,A34,A road,slight,0,16,evening_peak,40 mph or above,No junction,0,0
201706X028794,2017,06X028794,6,3,1,60,07:20:00,70,0,06X028794,M60,Motorway,slight,0,7,morning_peak,40 mph or above,No junction,0,0
2023061293945,2023,061293945,6,3,3,56,11:45:00,30,0,061293945,A56,A road,slight,0,11,daytime,30 mph or below,No junction,0,1
2021061034790,2021,061034790,6,2,1,66,20:00:00,70,0,061034790,M66,Motorway,serious,1,20,night_or_off_peak,40 mph or above,No junction,0,0
2023061267150,2023,061267150,6,2,3,665,10:45:00,20,17,061267150,A665,A road,serious,1,10,daytime,30 mph or below,Crossroads or larger junction,0,0
201906N155923,2019,06N155923,6,3,3,58,16:05:00,30,18,06N155923,A58,A road,slight,0,16,evening_peak,30 mph or below,Other or unknown junction,0,1
2023061341554,2023,061341554,6,3,3,627,12:15:00,30,0,061341554,A627,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
201906XM52578,2019,06XM52578,6,3,1,60,20:52:00,70,0,06XM52578,M60,Motorway,slight,0,20,night_or_off_peak,40 mph or above,No junction,0,0
201806L147416,2018,06L147416,6,3,3,573,10:50:00,30,0,06L147416,A573,A road,slight,0,10,daytime,30 mph or below,No junction,0,0
2021061024903,2021,061024903,6,3,3,575,13:18:00,30,13,061024903,A575,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,1
201906XK60262,2019,06XK60262,6,3,1,61,17:15:00,70,0,06XK60262,M61,Motorway,slight,0,17,evening_peak,40 mph or above,No junction,0,0
2024061496006,2024,061496006,6,3,1,58,08:35:00,70,0,061496006,M58,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,0,0
2022061147874,2022,061147874,6,3,3,34,21:35:00,40,16,061147874,A34,A road,slight,0,21,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
2021061040140,2021,061040140,6,3,3,57,02:00:00,30,13,061040140,A57,A road,slight,0,2,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2023061388867,2023,061388867,6,3,1,62,20:50:00,70,0,061388867,M62,Motorway,slight,0,20,night_or_off_peak,40 mph or above,No junction,1,0
201806P241536,2018,06P241536,6,3,3,640,15:35:00,30,13,06P241536,A640,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2021061121498,2021,061121498,6,3,3,6,15:00:00,30,19,061121498,A6,A road,slight,0,15,daytime,30 mph or below,Other or unknown junction,0,0
201706P038372,2017,06P038372,6,3,3,576,18:45:00,30,13,06P038372,A576,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
202006XF71627,2020,06XF71627,6,3,1,60,01:13:00,70,0,06XF71627,M60,Motorway,slight,0,1,night_or_off_peak,40 mph or above,No junction,0,0
201706F036933,2017,06F036933,6,3,3,572,17:15:00,30,13,06F036933,A572,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
2024061524071,2024,061524071,6,3,3,57,18:14:00,20,16,061524071,A57,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2021061106212,2021,061106212,6,2,3,34,17:04:00,30,16,061106212,A34,A road,serious,1,17,evening_peak,30 mph or below,Crossroads or larger junction,1,1
2023061373261,2023,061373261,6,2,3,560,17:21:00,30,0,061373261,A560,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,0
201806A343901,2018,06A343901,6,3,3,6010,07:50:00,30,16,06A343901,A6010,A road,slight,0,7,morning_peak,30 mph or below,Crossroads or larger junction,0,1
2024061419109,2024,061419109,6,3,3,58,19:00:00,40,16,061419109,A58,A road,slight,0,19,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,1
201806F140002,2018,06F140002,6,2,3,57,21:10:00,50,18,06F140002,A57,A road,serious,1,21,night_or_off_peak,40 mph or above,Other or unknown junction,0,1
201706M037142,2017,06M037142,6,3,3,56,12:00:00,40,17,06M037142,A56,A road,slight,0,12,daytime,40 mph or above,Crossroads or larger junction,0,0
