collision_index,collision_year,collision_ref_no,police_force,collision_severity,first_road_class,first_road_number,time,speed_limit,junction_detail,collision_ref_join,road_name,road_type,severity_text,severe,collision_hour,time_period,speed_group,junction_group,lgv_involved,young_driver_involved
2022061195029,2022,061195029,6,2,3,664,14:30:00,30,0,061195029,A664,A road,serious,1,14,daytime,30 mph or below,No junction,0,0
201906J253818,2019,06J253818,6,3,3,626,10:45:00,40,0,06J253818,A626,A road,slight,0,10,daytime,40 mph or above,No junction,0,1
201806A146982,2018,06A146982,6,3,3,34,04:40:00,30,16,06A146982,A34,A road,slight,0,4,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2023061351891,2023,061351891,6,3,3,6018,16:55:00,30,0,061351891,A6018,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2023060186706,2023,060186706,6,2,1,62,18:10:00,70,0,060186706,M62,Motorway,serious,1,18,evening_peak,40 mph or above,No junction,0,0
201806A148084,2018,06A148084,6,3,3,56,18:07:00,30,16,06A148084,A56,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2023061332632,2023,061332632,6,2,3,6,09:18:00,30,0,061332632,A6,A road,serious,1,9,morning_peak,30 mph or below,No junction,0,0
2022061169526,2022,061169526,6,3,3,555,14:15:00,30,0,061169526,A555,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
2023061374668,2023,061374668,6,3,3,49,12:00:00,30,13,061374668,A49,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
201806L250907,2018,06L250907,6,3,3,577,16:51:00,30,13,06L250907,A577,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
2023061377020,2023,061377020,6,3,3,572,20:00:00,30,13,061377020,A572,A road,slight,0,20,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2021061086196,2021,061086196,6,3,3,6,18:40:00,30,16,061086196,A6,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2023061344311,2023,061344311,6,3,3,573,21:50:00,30,0,061344311,A573,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,1
201906XF58576,2019,06XF58576,6,3,1,60,17:30:00,70,0,06XF58576,M60,Motorway,slight,0,17,evening_peak,40 mph or above,No junction,0,0
201706X027304,2017,06X027304,6,3,1,62,06:55:00,70,0,06X027304,M62,Motorway,slight,0,6,night_or_off_peak,40 mph or above,No junction,0,0
2022061246134,2022,061246134,6,3,3,6053,18:10:00,30,0,061246134,A6053,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,0
2024061476609,2024,061476609,6,3,3,663,14:30:00,40,0,061476609,A663,A road,slight,0,14,daytime,40 mph or above,No junction,0,0
202006L174894,2020,06L174894,6,3,3,577,07:01:00,30,13,06L174894,A577,A road,slight,0,7,morning_peak,30 mph or below,T or staggered junction,0,0
2023061382126,2023,061382126,6,1,3,6144,20:30:00,30,0,061382126,A6144,A road,fatal,1,20,night_or_off_peak,30 mph or below,No junction,0,1
201806K351953,2018,06K351953,6,2,3,676,18:20:00,30,18,06K351953,A676,A road,serious,1,18,evening_peak,30 mph or below,Other or unknown junction,0,0
202006K375489,2020,06K375489,6,3,3,6053,16:15:00,30,13,06K375489,A6053,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201806XN40619,2018,06XN40619,6,3,1,62,08:50:00,70,0,06XN40619,M62,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,0,0
202006F169868,2020,06F169868,6,3,3,575,08:00:00,30,0,06F169868,A575,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,0
2021061039052,2021,061039052,6,3,3,58,14:00:00,30,16,061039052,A58,A road,slight,0,14,daytime,30 mph or below,Crossroads or larger junction,0,0
2023061387574,2023,061387574,6,3,3,6042,12:00:00,30,16,061387574,A6042,A road,slight,0,12,daytime,30 mph or below,Crossroads or larger junction,0,0
201706Q034520,2017,06Q034520,6,3,3,635,05:50:00,40,13,06Q034520,A635,A road,slight,0,5,night_or_off_peak,40 mph or above,T or staggered junction,0,0
201806M142372,2018,06M142372,6,2,3,56,22:15:00,30,16,06M142372,A56,A road,serious,1,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201806A339957,2018,06A339957,6,2,3,6010,00:15:00,30,16,06A339957,A6010,A road,serious,1,0,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2023061360065,2023,061360065,6,2,3,579,07:14:00,30,17,061360065,A579,A road,serious,1,7,morning_peak,30 mph or below,Crossroads or larger junction,1,0
2021061140373,2021,061140373,6,3,1,60,19:15:00,70,0,061140373,M60,Motorway,slight,0,19,night_or_off_peak,40 mph or above,No junction,0,0
2024061530453,2024,061530453,6,2,3,6053,04:59:00,20,0,061530453,A6053,A road,serious,1,4,night_or_off_peak,30 mph or below,No junction,0,0
201806XM43658,2018,06XM43658,6,3,1,60,11:40:00,70,0,06XM43658,M60,Motorway,slight,0,11,daytime,40 mph or above,No junction,0,0
202006Q166928,2020,06Q166928,6,3,3,627,17:25:00,50,0,06Q166928,A627,A road,slight,0,17,evening_peak,40 mph or above,No junction,0,0
202106F080187,2021,06F080187,6,3,3,57,05:18:00,40,0,06F080187,A57,A road,slight,0,5,night_or_off_peak,40 mph or above,No junction,0,0
201906XG59214,2019,06XG59214,6,3,1,67,11:16:00,70,0,06XG59214,M67,Motorway,slight,0,11,daytime,40 mph or above,No junction,1,0
2022061183975,2022,061183975,6,3,3,34,11:51:00,50,0,061183975,A34,A road,slight,0,11,daytime,40 mph or above,No junction,0,0
2021061067044,2021,061067044,6,3,3,6051,17:20:00,30,13,061067044,A6051,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201906F153299,2019,06F153299,6,2,3,6,06:53:00,30,13,06F153299,A6,A road,serious,1,6,night_or_off_peak,30 mph or below,T or staggered junction,0,0
202106K079841,2021,06K079841,6,3,3,675,07:17:00,30,13,06K079841,A675,A road,slight,0,7,morning_peak,30 mph or below,T or staggered junction,0,0
2021061095782,2021,061095782,6,3,3,6,12:40:00,30,0,061095782,A6,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
201906F154087,2019,06F154087,6,3,3,57,18:04:00,50,0,06F154087,A57,A road,slight,0,18,evening_peak,40 mph or above,No junction,0,0
202006G167127,2020,06G167127,6,3,3,627,13:45:00,30,0,06G167127,A627,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
2022061187223,2022,061187223,6,3,1,61,16:25:00,70,0,061187223,M61,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,0
2024061460692,2024,061460692,6,2,3,5081,11:55:00,40,0,061460692,A5081,A road,serious,1,11,daytime,40 mph or above,No junction,0,0
201706J032475,2017,06J032475,6,3,3,626,14:10:00,30,0,06J032475,A626,A road,slight,0,14,daytime,30 mph or below,No junction,1,0
201806N146658,2018,06N146658,6,3,3,58,15:45:00,30,0,06N146658,A58,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
2023061310868,2023,061310868,6,3,3,6,12:00:00,30,13,061310868,A6,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
2023061278225,2023,061278225,6,3,3,34,11:30:00,40,16,061278225,A34,A road,slight,0,11,daytime,40 mph or above,Crossroads or larger junction,0,0
201906P159753,2019,06P159753,6,2,3,640,13:57:00,30,13,06P159753,A640,A road,serious,1,13,daytime,30 mph or below,T or staggered junction,1,0
2022061260948,2022,061260948,6,2,3,62,14:30:00,30,0,061260948,A62,A road,serious,1,14,daytime,30 mph or below,No junction,1,0
201806P250783,2018,06P250783,6,3,3,664,19:50:00,30,13,06P250783,A664,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
201806A141503,2018,06A141503,6,3,3,665,15:40:00,30,13,06A141503,A665,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2021061047800,2021,061047800,6,3,3,5067,18:55:00,30,16,061047800,A5067,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201706M027102,2017,06M027102,6,3,3,538,09:53:00,30,16,06M027102,A538,A road,slight,0,9,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2023061361450,2023,061361450,6,3,1,60,20:50:00,70,0,061361450,M60,Motorway,slight,0,20,night_or_off_peak,40 mph or above,No junction,1,0
201706G033362,2017,06G033362,6,3,3,635,12:09:00,40,13,06G033362,A635,A road,slight,0,12,daytime,40 mph or above,T or staggered junction,0,0
2023061369152,2023,061369152,6,2,3,571,17:50:00,30,13,061369152,A571,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,1
201906J153483,2019,06J153483,6,3,3,5102,18:30:00,30,13,06J153483,A5102,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,1
201906K162170,2019,06K162170,6,2,3,673,19:45:00,30,13,06K162170,A673,A road,serious,1,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2022061205643,2022,061205643,6,3,3,5103,14:03:00,30,13,061205643,A5103,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,0
2023061337068,2023,061337068,6,3,3,560,14:55:00,40,0,061337068,A560,A road,slight,0,14,daytime,40 mph or above,No junction,0,0
202006K271595,2020,06K271595,6,3,3,6099,21:45:00,30,16,06K271595,A6099,A road,slight,0,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061102258,2021,061102258,6,3,3,6017,11:30:00,30,13,061102258,A6017,A road,slight,0,11,daytime,30 mph or below,T or staggered junction,0,0
2024061443868,2024,061443868,6,3,3,665,19:48:00,30,17,061443868,A665,A road,slight,0,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2022061137898,2022,061137898,6,3,3,34,13:50:00,30,0,061137898,A34,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
2022061184271,2022,061184271,6,2,3,577,03:18:00,30,0,061184271,A577,A road,serious,1,3,night_or_off_peak,30 mph or below,No junction,1,1
201906Q253202,2019,06Q253202,6,3,3,62,11:35:00,30,13,06Q253202,A62,A road,slight,0,11,daytime,30 mph or below,T or staggered junction,0,0
2021061070699,2021,061070699,6,3,3,663,22:00:00,30,16,061070699,A663,A road,slight,0,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201806Q251429,2018,06Q251429,6,2,3,663,17:40:00,30,16,06Q251429,A663,A road,serious,1,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
202006M168950,2020,06M168950,6,3,3,5181,05:25:00,30,16,06M168950,A5181,A road,slight,0,5,night_or_off_peak,30 mph or below,Crossroads or larger junction,1,0
201706A033708,2017,06A033708,6,3,3,5103,15:15:00,30,16,06A033708,A5103,A road,slight,0,15,daytime,30 mph or below,Crossroads or larger junction,0,0
2022061186085,2022,061186085,6,3,1,60,18:30:00,70,0,061186085,M60,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,0
201806K246435,2018,06K246435,6,1,3,58,15:30:00,30,0,06K246435,A58,A road,fatal,1,15,daytime,30 mph or below,No junction,0,0
201706L038156,2017,06L038156,6,3,3,572,12:45:00,30,13,06L038156,A572,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,1,1
2022061156221,2022,061156221,6,3,3,666,23:30:00,30,0,061156221,A666,A road,slight,0,23,night_or_off_peak,30 mph or below,No junction,1,0
202006P273133,2020,06P273133,6,2,3,58,20:27:00,40,0,06P273133,A58,A road,serious,1,20,night_or_off_peak,40 mph or above,No junction,0,1
201806E143807,2018,06E143807,6,3,3,5103,18:10:00,30,16,06E143807,A5103,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,1
201806A252251,2018,06A252251,6,2,3,576,22:35:00,40,16,06A252251,A576,A road,serious,1,22,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,1
2021061049130,2021,061049130,6,3,3,676,16:12:00,30,0,061049130,A676,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
201706N027171,2017,06N027171,6,3,3,58,07:50:00,30,0,06N027171,A58,A road,slight,0,7,morning_peak,30 mph or below,No junction,0,0
2024061450468,2024,061450468,6,2,3,676,17:30:00,30,0,061450468,A676,A road,serious,1,17,evening_peak,30 mph or below,No junction,1,0
2021061043085,2021,061043085,6,3,3,5079,16:50:00,30,0,061043085,A5079,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2024061530752,2024,061530752,6,2,3,57,17:20:00,30,0,061530752,A57,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,0
201906M163592,2019,06M163592,6,3,3,5181,18:01:00,30,0,06M163592,A5181,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,0
2024061417004,2024,061417004,6,2,3,579,19:30:00,30,13,061417004,A579,A road,serious,1,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
2023061347629,2023,061347629,6,3,3,573,21:00:00,30,0,061347629,A573,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,0
2024061495500,2024,061495500,6,3,3,49,19:40:00,30,0,061495500,A49,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,1
2023061261762,2023,061261762,6,2,3,58,19:53:00,30,0,061261762,A58,A road,serious,1,19,night_or_off_peak,30 mph or below,No junction,0,0
2021061100388,2021,061100388,6,2,3,6,17:40:00,30,13,061100388,A6,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,1
2021061093018,2021,061093018,6,3,3,6188,21:35:00,30,0,061093018,A6188,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,0
202006N272955,2020,06N272955,6,3,3,56,21:58:00,30,0,06N272955,A56,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,0
2023061370437,2023,061370437,6,3,3,5103,16:07:00,50,0,061370437,A5103,A road,slight,0,16,evening_peak,40 mph or above,No junction,0,0
201806J251610,2018,06J251610,6,2,3,560,19:34:00,30,0,06J251610,A560,A road,serious,1,19,night_or_off_peak,30 mph or below,No junction,0,1
201906J254509,2019,06J254509,6,3,3,626,11:02:00,30,13,06J254509,A626,A road,slight,0,11,daytime,30 mph or below,T or staggered junction,0,0
202006XF74111,2020,06XF74111,6,3,1,602,16:13:00,70,0,06XF74111,M602,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,0
201906N154242,2019,06N154242,6,3,3,58,20:50:00,30,17,06N154242,A58,A road,slight,0,20,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061060848,2021,061060848,6,2,3,58,23:46:00,30,17,061060848,A58,A road,serious,1,23,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
202006A372699,2020,06A372699,6,3,3,560,14:10:00,30,0,06A372699,A560,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
202006XN72388,2020,06XN72388,6,3,1,60,17:10:00,70,0,06XN72388,M60,Motorway,slight,0,17,evening_peak,40 mph or above,No junction,0,1
2021061069356,2021,061069356,6,2,3,58,16:05:00,30,0,061069356,A58,A road,serious,1,16,evening_peak,30 mph or below,No junction,0,0
202106J078837,2021,06J078837,6,3,3,626,16:15:00,30,13,06J078837,A626,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
202006XF78632,2020,06XF78632,6,3,1,60,17:55:00,70,0,06XF78632,M60,Motorway,slight,0,17,evening_peak,40 mph or above,No junction,0,0
201906A258500,2019,06A258500,6,3,3,664,08:45:00,30,18,06A258500,A664,A road,slight,0,8,morning_peak,30 mph or below,Other or unknown junction,0,0
2024061409564,2024,061409564,6,3,3,626,18:30:00,30,13,061409564,A626,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2024061420266,2024,061420266,6,3,1,66,15:15:00,70,0,061420266,M66,Motorway,slight,0,15,daytime,40 mph or above,No junction,0,0
201706J035887,2017,06J035887,6,3,3,6,16:05:00,30,0,06J035887,A6,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
201706K026286,2017,06K026286,6,2,3,58,16:30:00,30,13,06K026286,A58,A road,serious,1,16,evening_peak,30 mph or below,T or staggered junction,0,0
201906A164388,2019,06A164388,6,3,3,635,18:03:00,30,0,06A164388,A635,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,1
201706E037120,2017,06E037120,6,3,3,5103,21:20:00,30,16,06E037120,A5103,A road,slight,0,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
2022061214146,2022,061214146,6,3,3,6145,10:09:00,30,13,061214146,A6145,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,0
201906N154495,2019,06N154495,6,3,3,56,20:19:00,40,13,06N154495,A56,A road,slight,0,20,night_or_off_peak,40 mph or above,T or staggered junction,0,1
201706E028076,2017,06E028076,6,2,3,5103,23:45:00,40,13,06E028076,A5103,A road,serious,1,23,night_or_off_peak,40 mph or above,T or staggered junction,0,0
2023061280699,2023,061280699,6,2,3,577,06:15:00,30,13,061280699,A577,A road,serious,1,6,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2024061478793,2024,061478793,6,3,3,57,20:30:00,30,19,061478793,A57,A road,slight,0,20,night_or_off_peak,30 mph or below,Other or unknown junction,0,1
201906N164298,2019,06N164298,6,3,3,6044,07:00:00,30,16,06N164298,A6044,A road,slight,0,7,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2022061211354,2022,061211354,6,3,3,666,10:15:00,40,13,061211354,A666,A road,slight,0,10,daytime,40 mph or above,T or staggered junction,1,0
201806XK47365,2018,06XK47365,6,1,1,61,21:52:00,70,0,06XK47365,M61,Motorway,fatal,1,21,night_or_off_peak,40 mph or above,No junction,0,0
2023061324578,2023,061324578,6,3,3,676,18:20:00,30,16,061324578,A676,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,1
201706P036692,2017,06P036692,6,3,3,58,21:41:00,30,13,06P036692,A58,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,1
201706X027317,2017,06X027317,6,3,1,61,00:50:00,70,0,06X027317,M61,Motorway,slight,0,0,night_or_off_peak,40 mph or above,No junction,0,0
202006E270199,2020,06E270199,6,3,3,6,05:46:00,30,0,06E270199,A6,A road,slight,0,5,night_or_off_peak,30 mph or below,No junction,0,0
2024061454524,2024,061454524,6,2,3,672,23:00:00,40,13,061454524,A672,A road,serious,1,23,night_or_off_peak,40 mph or above,T or staggered junction,0,1
201706E037510,2017,06E037510,6,3,3,6,16:55:00,30,0,06E037510,A6,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
202006K370294,2020,06K370294,6,3,3,58,19:14:00,30,13,06K370294,A58,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
201906G260980,2019,06G260980,6,3,3,57,13:00:00,30,0,06G260980,A57,A road,slight,0,13,daytime,30 mph or below,No junction,1,0
2021061125285,2021,061125285,6,1,3,680,16:56:00,30,13,061125285,A680,A road,fatal,1,16,evening_peak,30 mph or below,T or staggered junction,1,0
2024061522023,2024,061522023,6,2,3,576,17:05:00,30,0,061522023,A576,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,0
202006L269548,2020,06L269548,6,3,3,577,19:01:00,30,0,06L269548,A577,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
2022061132722,2022,061132722,6,3,3,57,12:35:00,40,16,061132722,A57,A road,slight,0,12,daytime,40 mph or above,Crossroads or larger junction,0,0
2023061332852,2023,061332852,6,3,1,60,13:58:00,70,0,061332852,M60,Motorway,slight,0,13,daytime,40 mph or above,No junction,0,0
201906L161115,2019,06L161115,6,3,3,49,14:45:00,30,13,06L161115,A49,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,0
201706A026395,2017,06A026395,6,2,3,664,21:45:00,30,13,06A026395,A664,A road,serious,1,21,night_or_off_peak,30 mph or below,T or staggered junction,0,1
202006N275030,2020,06N275030,6,3,3,56,14:30:00,30,13,06N275030,A56,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,1
201906F152935,2019,06F152935,6,3,3,57,18:48:00,30,13,06F152935,A57,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,1
2023061339952,2023,061339952,6,3,3,663,11:48:00,30,0,061339952,A663,A road,slight,0,11,daytime,30 mph or below,No junction,0,0
2024061475517,2024,061475517,6,2,3,56,12:40:00,30,-1,061475517,A56,A road,serious,1,12,daytime,30 mph or below,Other or unknown junction,0,1
201906A366739,2019,06A366739,6,3,3,6,15:19:00,30,13,06A366739,A6,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2024061434541,2024,061434541,6,3,1,602,16:40:00,30,-1,061434541,M602,Motorway,slight,0,16,evening_peak,30 mph or below,Other or unknown junction,0,0
201906L266804,2019,06L266804,6,2,3,573,12:00:00,60,0,06L266804,A573,A road,serious,1,12,daytime,40 mph or above,No junction,0,0
202006J266621,2020,06J266621,6,3,3,626,19:25:00,30,13,06J266621,A626,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
202006F176579,2020,06F176579,6,2,3,5063,18:25:00,30,13,06F176579,A5063,A road,serious,1,18,evening_peak,30 mph or below,T or staggered junction,0,1
201706K035513,2017,06K035513,6,3,3,673,16:00:00,30,0,06K035513,A673,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2021061070085,2021,061070085,6,3,3,664,12:15:00,30,0,061070085,A664,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
201806F146392,2018,06F146392,6,3,3,6,14:07:00,30,13,06F146392,A6,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,0
201706P026123,2017,06P026123,6,3,3,6046,09:40:00,30,13,06P026123,A6046,A road,slight,0,9,morning_peak,30 mph or below,T or staggered junction,0,0
2022061167464,2022,061167464,6,3,3,58,16:35:00,30,0,061167464,A58,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2023061396201,2023,061396201,6,2,3,664,17:03:00,30,0,061396201,A664,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,0
2023061295735,2023,061295735,6,3,3,5185,17:30:00,30,13,061295735,A5185,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,1
201706Q038592,2017,06Q038592,6,2,3,669,11:20:00,40,13,06Q038592,A669,A road,serious,1,11,daytime,40 mph or above,T or staggered junction,0,0
201706P038248,2017,06P038248,6,3,3,58,18:25:00,30,13,06P038248,A58,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2021061045985,2021,061045985,6,3,3,627,17:45:00,30,13,061045985,A627,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
2021061101718,2021,061101718,6,3,3,5103,04:10:00,30,19,061101718,A5103,A road,slight,0,4,night_or_off_peak,30 mph or below,Other or unknown junction,1,1
2023061324000,2023,061324000,6,2,3,6053,08:35:00,30,17,061324000,A6053,A road,serious,1,8,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2024061447278,2024,061447278,6,3,3,676,13:16:00,30,0,061447278,A676,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
202006XN73769,2020,06XN73769,6,3,1,62,12:15:00,70,0,06XN73769,M62,Motorway,slight,0,12,daytime,40 mph or above,No junction,0,0
2022061206639,2022,061206639,6,3,1,60,11:20:00,70,0,061206639,M60,Motorway,slight,0,11,daytime,40 mph or above,No junction,0,0
2021061097604,2021,061097604,6,3,3,577,06:11:00,30,0,061097604,A577,A road,slight,0,6,night_or_off_peak,30 mph or below,No junction,0,1
2024061498198,2024,061498198,6,3,3,627,11:30:00,30,16,061498198,A627,A road,slight,0,11,daytime,30 mph or below,Crossroads or larger junction,0,0
201706A028463,2017,06A028463,6,2,3,665,18:39:00,30,16,06A028463,A665,A road,serious,1,18,evening_peak,30 mph or below,Crossroads or larger junction,0,1
201706N027580,2017,06N027580,6,3,3,58,21:35:00,30,13,06N027580,A58,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,1
2022061154822,2022,061154822,6,1,3,58,13:29:00,30,13,061154822,A58,A road,fatal,1,13,daytime,30 mph or below,T or staggered junction,0,0
2021061102680,2021,061102680,6,3,3,579,21:05:00,30,13,061102680,A579,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2021061144787,2021,061144787,6,3,3,5102,10:25:00,30,19,061144787,A5102,A road,slight,0,10,daytime,30 mph or below,Other or unknown junction,0,0
201906L262326,2019,06L262326,6,3,3,58,12:52:00,30,13,06L262326,A58,A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
201706G038488,2017,06G038488,6,3,3,6140,17:00:00,30,16,06G038488,A6140,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
202006F173192,2020,06F173192,6,3,3,6,17:50:00,30,17,06F173192,A6,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,1
2022061163276,2022,061163276,6,2,3,6144,17:30:00,50,0,061163276,A6144,A road,serious,1,17,evening_peak,40 mph or above,No junction,0,0
2024061406984,2024,061406984,6,2,3,5067,18:30:00,30,19,061406984,A5067,A road,serious,1,18,evening_peak,30 mph or below,Other or unknown junction,0,0
201806L144363,2018,06L144363,6,3,3,5209,11:00:00,40,17,06L144363,A5209,A road,slight,0,11,daytime,40 mph or above,Crossroads or larger junction,0,0
2024061443711,2024,061443711,6,3,3,34,10:45:00,40,0,061443711,A34,A road,slight,0,10,daytime,40 mph or above,No junction,0,0
2022061260005,2022,061260005,6,3,3,676,17:54:00,30,0,061260005,A676,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2022061187251,2022,061187251,6,3,3,6017,20:15:00,30,16,061187251,A6017,A road,slight,0,20,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2022061162400,2022,061162400,6,3,3,6042,11:40:00,30,19,061162400,A6042,A road,slight,0,11,daytime,30 mph or below,Other or unknown junction,0,0
2023061375676,2023,061375676,6,3,1,66,09:30:00,70,0,061375676,M66,Motorway,slight,0,9,morning_peak,40 mph or above,No junction,0,1
2021061096288,2021,061096288,6,3,3,577,07:30:00,30,17,061096288,A577,A road,slight,0,7,morning_peak,30 mph or below,Crossroads or larger junction,1,1
2023061331386,2023,061331386,6,3,3,49,23:10:00,30,0,061331386,A49,A road,slight,0,23,night_or_off_peak,30 mph or below,No junction,0,0
2022061161547,2022,061161547,6,3,3,5081,19:30:00,30,0,061161547,A5081,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
201906E458492,2019,06E458492,6,3,3,560,16:20:00,30,13,06E458492,A560,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201806Q141859,2018,06Q141859,6,3,3,62,21:05:00,30,0,06Q141859,A62,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,0
201906A305556,2019,06A305556,6,2,3,6010,02:44:00,30,16,06A305556,A6010,A road,serious,1,2,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061065805,2021,061065805,6,3,3,56,17:15:00,30,0,061065805,A56,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
202006E373826,2020,06E373826,6,3,3,34,08:56:00,40,13,06E373826,A34,A road,slight,0,8,morning_peak,40 mph or above,T or staggered junction,0,0
201906F155712,2019,06F155712,6,3,3,57,15:36:00,40,0,06F155712,A57,A road,slight,0,15,daytime,40 mph or above,No junction,0,0
201906K153176,2019,06K153176,6,3,3,575,03:07:00,30,13,06K153176,A575,A road,slight,0,3,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2022061223080,2022,061223080,6,3,3,665,18:25:00,30,0,061223080,A665,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,0
201906L264233,2019,06L264233,6,3,3,577,16:39:00,30,0,06L264233,A577,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2022061255053,2022,061255053,6,2,3,6,15:15:00,30,19,061255053,A6,A road,serious,1,15,daytime,30 mph or below,Other or unknown junction,0,1
